importance,stddev,p_value,n,p99_high,p99_low
0.03216000000000001,0.0019919839356782117,1.7572845467326654e-06,5,0.036261522455705304,0.028058477544294712
0.03168000000000002,0.0024923884127479017,4.5596109899078324e-06,5,0.03681186219031668,0.026548137809683358
0.020120000000000006,0.0011189280584559301,1.1431131419331792e-06,5,0.02242388833759004,0.017816111662409973
0.018360000000000022,0.0010139033484509096,1.1115088114466019e-06,5,0.020447641008093962,0.016272358991906082
0.016800000000000016,0.0011832159566199571,2.9331435620579495e-06,5,0.01923625800846296,0.014363741991537074
0.015680000000000027,0.0024273442277518,6.676847449561592e-05,5,0.020677935314403543,0.010682064685596512
0.015640000000000008,0.0011260550608207607,3.2024104653102125e-06,5,0.017958562933964868,0.01332143706603515
0.009319999999999995,0.001221474518768224,3.4607791412709546e-05,5,0.011835032916715744,0.006804967083284246
0.008960000000000013,0.0013296616110875976,5.6528548755190734e-05,5,0.011697791635105875,0.006222208364894151
0.00636000000000001,0.00103344085462109,8.079023900690878e-05,5,0.008487869003335383,0.004232130996664636
0.004800000000000049,0.0008000000000000021,8.926065917234977e-05,5,0.006447211057175109,0.003152788942824989
0.004600000000000026,0.0002828427124746271,1.7066473853964922e-06,5,0.005182377054287014,0.004017622945713038
0.0024800000000000156,0.0007563068160475354,0.0009207552891983574,5,0.0040372461875129665,0.0009227538124870643
0.002200000000000024,0.0005830951894845134,0.0005405394097899129,5,0.0034006010543806177,0.0009993989456194305
0.002200000000000024,0.0006324555320337028,0.0007365597076017776,5,0.003502234681921834,0.0008977653180782142
0.002120000000000055,0.0005761944116355136,0.0005949841769736496,5,0.0033063922574106718,0.0009336077425894382
0.0019200000000000328,0.0009859006035092771,0.006056417699971205,5,0.003949982969220085,-0.00010998296922001913
0.0018400000000000194,0.00029664793948379386,7.833793013004565e-05,5,0.002450802207507397,0.0012291977924926418
0.001800000000000046,0.000489897948556627,0.0005981266548925353,5,0.0028087066471873617,0.0007912933528127302
0.0017200000000000327,0.00048166378315170794,0.0006667218832421918,5,0.00271175238681036,0.0007282476131897056
0.0017200000000000104,0.00041472882706654357,0.0003759987138530743,5,0.0025739323870915755,0.0008660676129084453
0.0015200000000000547,0.00026832815729994523,0.00011185065441025891,5,0.0020724913845699016,0.0009675086154302079
0.0014400000000000413,0.000296647939483835,0.0002044153289149321,5,0.0020508022075075034,0.0008291977924925791
0.0012400000000000189,0.0004979959839195458,0.00254877028243053,5,0.0022653806139263277,0.00021461938607371
0.0011600000000000278,0.0008648699324176153,0.01998854781252564,5,0.002940779144620702,-0.0006207791446206461
0.0010800000000000364,0.0003033150177620872,0.0006740854878850279,5,0.0017045298138312344,0.0004554701861688385
0.0010399999999999964,8.944271909998174e-05,6.500652883357924e-06,5,0.001224163794856612,0.0008558362051433808
0.0009600000000000275,0.0002607680962081241,0.0005936796503145189,5,0.001496925114290666,0.00042307488570938903
0.0008800000000000364,0.0006870225614927168,0.022868643134418113,5,0.0022945889497744524,-0.0005345889497743797
0.0007600000000000274,0.00029664793948379386,0.0022985047611566996,5,0.0013708022075074049,0.00014919779249264985
0.0006000000000000227,0.0003741657386773826,0.011525182506619366,5,0.001370412427456844,-0.00017041242745679847
